		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc. 
02/14/18	10:00 p	21.7	21.8	21.7	97	21.2	0.0	---	0.00	0.0	---	21.7	23.4	23.4	1037.0	0.00	0.0	0.000	0.069	23.7	70	17.9	24.7	12.96	1.1934	702	1	100.0	30
02/14/18	10:30 p	21.4	21.7	21.4	97	20.9	0.0	---	0.00	0.0	---	21.4	23.1	23.1	1037.5	0.00	0.0	0.000	0.065	23.6	70	17.8	24.4	12.97	1.1949	700	1	100.0	30
02/14/18	11:00 p	21.3	21.4	21.2	97	20.8	0.0	---	0.00	0.0	---	21.3	22.9	22.9	1037.7	0.00	0.0	0.000	0.061	23.3	71	17.8	24.3	13.29	1.1961	701	1	100.0	30
02/14/18	11:30 p	21.1	21.3	21.1	97	20.6	0.0	---	0.00	0.0	---	21.1	22.7	22.7	1038.1	0.00	0.0	0.000	0.057	23.1	71	17.6	23.9	13.31	1.1978	701	1	100.0	30
02/15/18	12:00 a	21.2	21.2	20.9	98	20.8	0.0	---	0.00	0.0	---	21.2	22.9	22.9	1038.3	0.00	0.0	0.000	0.059	23.1	72	17.7	23.9	13.61	1.1980	701	1	100.0	30
02/15/18	12:30 a	22.4	22.4	21.2	99	22.2	0.0	E	0.00	4.8	E	22.4	24.3	24.3	1038.6	0.00	0.0	0.000	0.084	23.4	73	18.3	24.4	13.79	1.1961	700	1	100.0	30
02/15/18	1:00 a	23.2	23.3	22.4	98	22.8	3.2	E	1.61	11.3	E	23.2	25.0	25.0	1039.0	0.00	0.0	0.000	0.101	25.4	80	21.7	27.3	15.99	1.1826	702	1	100.0	30
02/15/18	1:30 a	24.5	24.5	23.2	94	23.5	3.2	E	1.61	9.7	E	24.5	26.7	26.7	1039.6	0.00	0.0	0.000	0.128	28.3	81	24.7	33.2	16.23	1.1662	700	1	100.0	30
02/15/18	2:00 a	25.7	25.7	24.5	89	23.7	3.2	ENE	1.61	12.9	NW	25.7	28.3	28.3	1039.5	0.00	0.0	0.000	0.153	30.9	75	25.9	38.2	14.15	1.1534	699	1	100.0	30
02/15/18	2:30 a	26.7	26.7	25.7	84	23.7	1.6	NE	0.80	9.7	ENE	26.7	29.7	29.7	1039.5	0.00	0.0	0.000	0.174	32.2	68	25.5	40.2	12.05	1.1494	700	1	100.0	30
02/15/18	3:00 a	27.3	27.8	26.7	82	23.9	3.2	ENE	1.61	16.1	NNE	27.3	30.7	30.7	1039.4	0.00	0.0	0.000	0.186	31.9	66	24.8	38.8	11.67	1.1517	701	1	100.0	30
02/15/18	3:30 a	28.2	28.2	27.3	80	24.4	3.2	NE	1.61	8.0	NW	28.2	32.8	32.8	1039.2	0.00	0.0	0.000	0.206	32.3	65	24.9	39.7	11.45	1.1498	699	1	100.0	30
02/15/18	4:00 a	29.3	29.3	28.2	76	24.6	3.2	NE	1.61	12.9	E	29.3	34.7	34.7	1038.8	0.00	0.0	0.000	0.228	32.7	63	24.7	39.8	11.13	1.1485	701	1	100.0	30
02/15/18	4:30 a	30.5	30.5	29.3	68	23.9	3.2	E	1.61	11.3	E	30.5	35.8	35.8	1038.4	0.00	0.0	0.000	0.253	33.1	61	24.5	40.2	10.75	1.1470	700	1	100.0	30
02/15/18	5:00 a	31.3	31.6	30.5	68	24.7	4.8	NE	2.41	17.7	NE	31.3	37.3	37.3	1038.2	0.00	0.0	0.000	0.270	33.6	58	24.2	40.6	10.25	1.1454	701	1	100.0	30
02/15/18	5:30 a	31.1	31.3	30.6	65	23.8	4.8	ENE	2.41	14.5	NE	31.1	36.0	36.0	1037.6	0.00	0.0	0.000	0.266	33.4	59	24.3	40.5	10.41	1.1451	701	1	100.0	30
02/15/18	6:00 a	30.2	31.8	30.2	65	22.9	6.4	NNE	3.22	22.5	SSE	30.2	34.6	34.6	1037.1	0.00	0.0	0.000	0.248	33.4	57	23.8	39.8	10.05	1.1456	695	1	100.0	30
02/15/18	6:30 a	23.9	30.2	23.9	90	22.1	16.1	WNW	8.05	37.0	N	22.8	25.8	24.7	1036.6	8.00	86.0	0.000	0.116	30.7	58	21.5	34.1	10.30	1.1597	661	1	96.6	30
02/15/18	7:00 a	27.1	27.1	23.8	93	25.9	4.8	W	2.41	16.1	WNW	27.1	32.0	32.0	1035.9	0.20	3.2	0.000	0.183	30.2	65	22.9	34.5	11.60	1.1584	673	1	98.4	30
02/15/18	7:30 a	29.9	29.9	27.2	84	26.9	4.8	WSW	2.41	11.3	WSW	29.9	38.0	38.0	1035.2	0.00	0.0	0.000	0.242	31.5	64	23.9	36.8	11.30	1.1506	699	1	100.0	30
02/15/18	8:00 a	31.1	31.9	29.9	65	23.8	6.4	WNW	3.22	20.9	NE	31.1	36.0	36.0	1034.9	0.00	0.0	0.000	0.266	32.7	62	24.5	39.7	10.93	1.1443	697	1	100.0	30
02/15/18	8:30 a	26.4	31.1	26.2	85	23.7	9.7	NE	4.83	27.4	NE	26.4	29.2	29.2	1035.0	1.60	18.6	0.000	0.168	31.9	60	23.2	36.8	10.57	1.1503	690	1	100.0	30
02/15/18	9:00 a	29.1	29.2	26.4	72	23.5	3.2	E	1.61	12.9	SSE	29.1	33.6	33.6	1035.0	0.00	0.0	0.000	0.225	32.2	61	23.7	37.8	10.75	1.1482	640	1	93.6	30
02/15/18	9:30 a	29.5	30.0	29.0	71	23.7	9.7	SSE	4.83	27.4	SSE	29.5	34.2	34.2	1034.2	0.00	0.0	0.000	0.233	32.7	60	23.9	38.9	10.55	1.1447	553	1	80.8	30
02/15/18	10:00 a	28.7	29.9	28.7	74	23.6	9.7	SSE	4.83	16.1	S	28.7	33.1	33.1	1035.1	0.00	0.0	0.000	0.216	32.8	59	23.7	38.8	10.43	1.1459	558	1	81.6	30
02/15/18	10:30 a	28.4	29.3	28.4	74	23.4	9.7	S	4.83	19.3	SSE	28.4	32.4	32.4	1035.2	0.00	0.0	0.000	0.211	32.4	58	23.1	37.7	10.25	1.1485	629	1	92.0	30
02/15/18	11:00 a	27.3	28.4	27.3	78	23.1	8.0	SSE	4.02	16.1	SSE	27.3	30.2	30.2	1035.3	0.00	0.0	0.000	0.186	31.7	59	22.7	36.1	10.47	1.1524	595	1	87.0	30
02/15/18	11:30 a	26.9	27.3	26.9	78	22.8	4.8	SSE	2.41	12.9	SE	26.9	29.5	29.5	1036.0	0.00	0.0	0.000	0.179	30.8	60	22.2	34.6	10.65	1.1574	657	1	96.1	30
02/15/18	12:00 p	26.7	27.0	26.7	83	23.6	1.6	E	0.80	8.0	E	26.7	29.7	29.7	1036.1	0.00	0.0	0.000	0.175	30.0	61	21.7	33.3	10.91	1.1616	682	1	99.7	30
02/15/18	12:30 p	26.4	26.7	26.4	85	23.7	0.0	ESE	0.00	3.2	ESE	26.4	29.3	29.3	1036.2	0.00	0.0	0.000	0.169	29.4	62	21.4	32.3	11.05	1.1643	682	1	99.7	30
02/15/18	1:00 p	26.0	26.4	26.0	85	23.3	1.6	ESE	0.80	4.8	ESE	26.0	28.6	28.6	1036.7	0.00	0.0	0.000	0.160	29.1	63	21.3	31.7	11.26	1.1666	488	1	71.3	30
02/15/18	1:30 p	25.9	26.1	25.8	88	23.7	0.0	SSE	0.00	3.2	SSE	25.9	28.7	28.7	1036.7	0.00	0.0	0.000	0.157	28.7	64	21.2	31.1	11.48	1.1683	438	1	64.0	30
02/15/18	2:00 p	25.5	25.9	25.5	90	23.7	0.0	SSE	0.00	3.2	SSE	25.5	28.1	28.1	1037.1	0.00	0.0	0.000	0.149	28.3	65	21.1	30.4	11.69	1.1704	698	1	100.0	30
02/15/18	2:30 p	25.1	25.5	25.1	91	23.5	1.6	SSE	0.80	3.2	SSE	25.1	27.4	27.4	1037.4	0.00	0.0	0.000	0.140	27.9	66	21.0	30.0	11.90	1.1722	699	1	100.0	30
02/15/18	3:00 p	24.7	25.1	24.7	91	23.2	0.0	SSE	0.00	3.2	SSE	24.7	26.8	26.8	1037.6	0.00	0.0	0.000	0.133	27.6	67	20.9	29.5	12.12	1.1738	699	1	100.0	30
02/15/18	3:30 p	24.6	24.8	24.6	93	23.3	1.6	ENE	0.80	4.8	ENE	24.6	26.7	26.7	1038.0	0.00	0.0	0.000	0.130	27.3	68	20.9	29.0	12.33	1.1758	699	1	100.0	30
02/15/18	4:00 p	24.3	24.6	24.3	95	23.5	0.0	---	0.00	0.0	---	24.3	26.5	26.5	1038.1	0.00	0.0	0.000	0.125	26.9	68	20.5	28.4	12.34	1.1777	699	1	100.0	30
02/15/18	4:30 p	23.9	24.3	23.9	93	22.7	0.0	SE	0.00	6.4	SE	23.9	25.9	25.9	1038.0	0.00	0.0	0.000	0.117	26.7	69	20.5	28.1	12.55	1.1787	698	1	100.0	30
02/15/18	5:00 p	23.6	23.9	23.6	94	22.6	0.0	SE	0.00	4.8	SE	23.6	25.4	25.4	1037.7	0.00	0.0	0.000	0.110	26.3	69	20.2	27.6	12.57	1.1802	702	1	100.0	30
02/15/18	5:30 p	23.4	23.6	23.4	94	22.4	0.0	---	0.00	0.0	---	23.4	25.1	25.1	1037.4	0.00	0.0	0.000	0.106	26.0	69	19.9	27.2	12.60	1.1817	700	1	100.0	30
02/15/18	6:00 p	23.2	23.4	23.2	95	22.3	0.0	SE	0.00	3.2	SE	23.2	24.8	24.8	1037.1	0.00	0.0	0.000	0.101	25.7	70	19.8	26.9	12.88	1.1826	698	1	100.0	30
02/15/18	6:30 p	22.8	23.2	22.8	96	22.1	0.0	---	0.00	0.0	---	22.8	24.4	24.4	1036.8	0.00	0.0	0.000	0.093	25.4	70	19.5	26.5	12.90	1.1840	699	1	100.0	30
02/15/18	7:00 p	22.6	22.8	22.6	96	21.9	0.0	---	0.00	0.0	---	22.6	24.2	24.2	1036.5	0.00	0.0	0.000	0.088	25.1	70	19.2	26.1	12.91	1.1855	701	1	100.0	30
02/15/18	7:30 p	22.3	22.6	22.3	96	21.7	0.0	---	0.00	0.0	---	22.3	24.0	24.0	1036.6	0.00	0.0	0.000	0.083	24.8	71	19.2	25.9	13.19	1.1869	699	1	100.0	30
02/15/18	8:00 p	22.1	22.3	22.1	97	21.6	0.0	---	0.00	0.0	---	22.1	23.8	23.8	1036.4	0.00	0.0	0.000	0.078	24.6	71	18.9	25.6	13.20	1.1879	702	1	100.0	30
02/15/18	8:30 p	21.8	22.1	21.8	97	21.3	0.0	---	0.00	0.0	---	21.8	23.6	23.6	1036.4	0.00	0.0	0.000	0.073	24.2	72	18.9	25.3	13.51	1.1893	702	1	100.0	30
02/15/18	9:00 p	21.7	21.8	21.6	97	21.2	0.0	---	0.00	0.0	---	21.7	23.4	23.4	1036.6	0.00	0.0	0.000	0.069	24.0	72	18.6	25.1	13.54	1.1907	700	1	100.0	30
02/15/18	9:30 p	21.6	21.7	21.6	97	21.1	0.0	---	0.00	0.0	---	21.6	23.3	23.3	1036.8	0.00	0.0	0.000	0.068	23.8	72	18.4	24.8	13.56	1.1922	702	1	100.0	30
02/15/18	10:00 p	21.3	21.6	21.3	97	20.8	0.0	---	0.00	0.0	---	21.3	22.9	22.9	1036.8	0.00	0.0	0.000	0.061	23.6	73	18.4	24.6	13.77	1.1931	700	1	100.0	30
02/15/18	10:30 p	21.1	21.3	21.1	97	20.6	0.0	---	0.00	0.0	---	21.1	22.7	22.7	1037.2	0.00	0.0	0.000	0.057	23.3	73	18.2	24.2	13.79	1.1951	702	1	100.0	30
02/15/18	11:00 p	20.9	21.1	20.9	97	20.4	0.0	---	0.00	0.0	---	20.9	22.4	22.4	1037.6	0.00	0.0	0.000	0.053	23.0	73	17.9	23.8	13.81	1.1971	699	1	100.0	30
02/15/18	11:30 p	20.8	20.9	20.8	97	20.3	0.0	---	0.00	0.0	---	20.8	22.3	22.3	1037.9	0.00	0.0	0.000	0.051	22.8	73	17.7	23.6	13.83	1.1984	701	1	100.0	30
02/16/18	12:00 a	21.2	21.2	20.8	98	20.8	0.0	---	0.00	0.0	---	21.2	22.9	22.9	1038.4	0.00	0.0	0.000	0.059	22.8	75	18.1	23.6	14.39	1.1986	697	1	100.0	30
02/16/18	12:30 a	22.6	22.6	21.2	99	22.4	0.0	---	0.00	0.0	---	22.6	24.5	24.5	1038.8	0.00	0.0	0.000	0.089	24.4	81	21.0	26.1	16.43	1.1877	696	1	100.0	30
02/16/18	1:00 a	24.1	24.2	22.6	95	23.3	1.6	SE	0.80	9.7	NE	24.1	26.2	26.2	1039.4	0.00	0.0	0.000	0.120	27.1	81	23.6	30.2	16.32	1.1729	699	1	100.0	30
02/16/18	1:30 a	24.8	24.8	24.1	92	23.4	3.2	NE	1.61	11.3	NE	24.8	27.0	27.0	1039.6	0.00	0.0	0.000	0.134	27.7	76	23.1	30.9	14.61	1.1717	698	1	100.0	30
02/16/18	2:00 a	26.7	26.7	24.8	86	24.2	3.2	E	1.61	12.9	E	26.7	30.1	30.1	1039.4	0.00	0.0	0.000	0.175	29.4	77	24.9	35.1	14.85	1.1612	703	1	100.0	30
02/16/18	2:30 a	26.8	26.9	26.4	83	23.7	4.8	NE	2.41	16.1	NE	26.8	29.9	29.9	1039.5	0.00	0.0	0.000	0.177	30.3	72	24.7	36.3	13.22	1.1581	700	1	100.0	30
02/16/18	3:00 a	28.1	28.1	26.8	76	23.5	6.4	ENE	3.22	16.1	ENE	28.1	31.9	31.9	1039.5	0.00	0.0	0.000	0.204	30.4	69	24.1	35.9	12.35	1.1590	701	1	100.0	30
02/16/18	3:30 a	29.3	29.3	27.9	73	24.0	8.0	ENE	4.02	19.3	ENE	29.3	34.2	34.2	1038.7	0.00	0.0	0.000	0.229	30.6	67	23.8	35.8	11.97	1.1581	700	1	100.0	30
02/16/18	4:00 a	30.1	30.1	29.3	68	23.5	11.3	ENE	5.63	24.1	ENE	30.1	34.9	34.9	1038.7	0.00	0.0	0.000	0.244	31.3	65	24.0	36.6	11.51	1.1550	700	1	100.0	30
02/16/18	4:30 a	30.8	30.8	30.1	65	23.4	11.3	ENE	5.63	22.5	ENE	30.8	35.6	35.6	1038.4	0.00	0.0	0.000	0.259	32.2	63	24.3	38.7	11.15	1.1506	703	1	100.0	30
02/16/18	5:00 a	31.4	31.4	30.7	63	23.5	11.3	ENE	5.63	24.1	NE	31.4	36.4	36.4	1037.9	0.00	0.0	0.000	0.273	32.8	61	24.3	39.4	10.75	1.1480	686	1	100.0	30
02/16/18	5:30 a	31.9	31.9	31.4	58	22.6	11.3	ENE	5.63	22.5	NE	31.9	36.5	36.5	1037.5	0.00	0.0	0.000	0.284	33.2	58	23.8	39.6	10.25	1.1468	699	1	100.0	30
02/16/18	6:00 a	32.7	32.8	31.9	55	22.4	8.0	E	4.02	22.5	NNE	32.7	37.3	37.3	1036.6	0.00	0.0	0.000	0.299	33.8	56	23.8	40.6	9.89	1.1435	700	1	100.0	30
02/16/18	6:30 a	32.8	33.1	32.6	57	23.1	9.7	E	4.83	22.5	NE	32.8	38.2	38.2	1035.9	0.00	0.0	0.000	0.301	34.3	54	23.7	41.1	9.50	1.1411	697	1	100.0	30
02/16/18	7:00 a	33.4	33.8	32.8	57	23.7	8.0	ENE	4.02	25.7	ENE	33.4	39.7	39.7	1035.3	0.00	0.0	0.000	0.314	35.1	53	24.1	42.7	9.25	1.1367	696	1	100.0	30
02/16/18	7:30 a	33.3	33.5	32.5	55	23.0	9.7	NE	4.83	24.1	NE	33.3	38.8	38.8	1035.0	0.00	0.0	0.000	0.311	35.5	51	23.8	42.7	9.03	1.1355	681	1	99.6	30
02/16/18	8:00 a	33.4	33.4	32.6	53	22.5	8.0	E	4.02	20.9	E	33.4	38.4	38.4	1034.2	0.00	0.0	0.000	0.314	35.8	51	24.1	43.4	9.02	1.1332	698	1	100.0	30
02/16/18	8:30 a	33.3	33.6	33.0	53	22.5	8.0	E	4.02	22.5	ENE	33.3	38.3	38.3	1033.9	0.00	0.0	0.000	0.313	36.2	49	23.8	43.4	8.67	1.1319	699	1	100.0	30
02/16/18	9:00 a	32.9	33.9	32.9	55	22.7	9.7	ENE	4.83	25.7	NE	32.9	38.0	38.0	1033.8	0.00	0.0	0.000	0.304	36.4	48	23.6	43.6	8.50	1.1313	696	1	100.0	30
02/16/18	9:30 a	33.4	33.4	32.6	51	21.9	12.9	ENE	6.44	25.7	ENE	33.4	37.7	37.7	1033.5	0.00	0.0	0.000	0.314	36.0	47	22.9	42.3	8.38	1.1337	700	1	100.0	30
02/16/18	10:00 a	32.3	33.5	32.3	59	23.3	11.3	E	5.63	24.1	ENE	32.3	37.7	37.7	1033.7	0.00	0.0	0.000	0.292	35.9	47	22.8	42.1	8.39	1.1346	700	1	100.0	30
02/16/18	10:30 a	31.7	32.4	31.7	60	22.9	6.4	ESE	3.22	22.5	SSE	31.7	36.3	36.3	1034.0	0.00	0.0	0.000	0.278	35.6	48	22.9	41.6	8.53	1.1360	701	1	100.0	30
02/16/18	11:00 a	28.8	31.7	28.8	70	22.8	9.7	SW	4.83	22.5	SW	28.8	32.6	32.6	1034.4	0.00	0.0	0.000	0.219	34.4	49	22.2	39.4	8.77	1.1419	701	1	100.0	30
02/16/18	11:30 a	28.5	28.9	28.5	74	23.4	6.4	S	3.22	16.1	SE	28.5	32.5	32.5	1034.5	0.00	0.0	0.000	0.212	33.4	51	21.9	37.7	9.11	1.1465	702	1	100.0	30
02/16/18	12:00 p	27.6	28.5	27.6	77	23.2	6.4	SSE	3.22	16.1	SE	27.6	30.7	30.7	1035.1	0.00	0.0	0.000	0.192	32.5	53	21.7	36.4	9.43	1.1508	700	1	100.0	30
02/16/18	12:30 p	26.8	27.6	26.8	81	23.3	4.8	SSE	2.41	12.9	SE	26.8	29.6	29.6	1035.5	0.00	0.0	0.000	0.177	31.6	55	21.4	34.9	9.77	1.1554	700	1	100.0	30
02/16/18	1:00 p	26.4	26.8	26.4	85	23.7	1.6	S	0.80	4.8	S	26.4	29.2	29.2	1035.9	0.00	0.0	0.000	0.168	30.8	57	21.3	33.9	10.15	1.1590	700	1	100.0	30
02/16/18	1:30 p	25.9	26.4	25.9	88	23.8	0.0	WSW	0.00	4.8	WSW	25.9	28.8	28.8	1036.0	0.00	0.0	0.000	0.159	30.2	59	21.3	33.2	10.52	1.1615	697	1	100.0	30
02/16/18	2:00 p	25.6	25.9	25.6	90	23.8	0.0	WSW	0.00	3.2	WSW	25.6	28.3	28.3	1036.3	0.00	0.0	0.000	0.152	29.6	60	21.0	32.2	10.74	1.1644	699	1	100.0	30
02/16/18	2:30 p	25.3	25.6	25.3	92	23.9	0.0	WSW	0.00	3.2	WSW	25.3	27.8	27.8	1036.4	0.00	0.0	0.000	0.145	29.1	61	20.8	31.5	10.95	1.1668	696	1	100.0	30
02/16/18	3:00 p	24.9	25.3	24.9	92	23.5	1.6	NNE	0.80	4.8	NNW	24.9	27.2	27.2	1036.4	0.00	0.0	0.000	0.137	28.6	62	20.6	30.7	11.08	1.1691	701	1	100.0	30
02/16/18	3:30 p	24.7	24.9	24.7	91	23.2	0.0	NNE	0.00	4.8	ESE	24.7	26.8	26.8	1036.3	0.00	0.0	0.000	0.133	28.2	63	20.5	30.1	11.29	1.1707	693	1	100.0	30
02/16/18	4:00 p	24.6	24.7	24.6	91	23.0	0.0	ESE	0.00	3.2	ESE	24.6	26.7	26.7	1036.5	0.00	0.0	0.000	0.131	27.8	64	20.3	29.4	11.51	1.1729	699	1	100.0	30
02/16/18	4:30 p	24.2	24.6	24.2	93	23.0	0.0	---	0.00	0.0	---	24.2	26.3	26.3	1036.3	0.00	0.0	0.000	0.123	27.4	65	20.3	29.0	11.72	1.1741	696	1	100.0	30
02/16/18	5:00 p	23.8	24.2	23.8	93	22.6	0.0	---	0.00	0.0	---	23.8	25.7	25.7	1036.2	0.00	0.0	0.000	0.113	27.1	65	19.9	28.3	11.74	1.1761	700	1	100.0	30
02/16/18	5:30 p	23.6	23.8	23.6	94	22.6	0.0	---	0.00	0.0	---	23.6	25.4	25.4	1036.4	0.00	0.0	0.000	0.110	26.7	66	19.8	27.9	11.95	1.1778	698	1	100.0	30
02/16/18	6:00 p	23.3	23.6	23.2	94	22.3	0.0	---	0.00	0.0	---	23.3	24.9	24.9	1036.5	0.00	0.0	0.000	0.103	26.3	67	19.7	27.5	12.16	1.1796	701	1	100.0	30
02/16/18	6:30 p	23.0	23.3	22.9	95	22.2	0.0	---	0.00	0.0	---	23.0	24.6	24.6	1036.3	0.00	0.0	0.000	0.097	26.0	67	19.4	27.1	12.17	1.1812	699	1	100.0	30
02/16/18	7:00 p	22.7	23.0	22.7	95	21.9	0.0	---	0.00	0.0	---	22.7	24.3	24.3	1036.1	0.00	0.0	0.000	0.091	25.7	68	19.4	26.8	12.42	1.1821	703	1	100.0	30
02/16/18	7:30 p	22.4	22.7	22.4	96	21.7	0.0	---	0.00	0.0	---	22.4	24.1	24.1	1036.4	0.00	0.0	0.000	0.084	25.3	68	19.0	26.3	12.45	1.1846	700	1	100.0	30
02/16/18	8:00 p	22.1	22.4	22.1	96	21.4	0.0	---	0.00	0.0	---	22.1	23.7	23.7	1035.9	0.00	0.0	0.000	0.078	25.0	69	18.9	26.0	12.67	1.1855	699	1	100.0	30
02/16/18	8:30 p	21.7	22.1	21.7	96	21.1	0.0	---	0.00	0.0	---	21.7	23.3	23.3	1036.0	0.00	0.0	0.000	0.071	24.7	69	18.6	25.7	12.69	1.1871	702	1	100.0	30
02/16/18	9:00 p	21.6	21.7	21.6	96	20.9	0.0	---	0.00	0.0	---	21.6	23.2	23.2	1036.3	0.00	0.0	0.000	0.067	24.4	69	18.3	25.3	12.71	1.1893	700	1	100.0	30
02/16/18	9:30 p	21.3	21.6	21.3	97	20.8	0.0	---	0.00	0.0	---	21.3	23.0	23.0	1036.6	0.00	0.0	0.000	0.063	24.1	70	18.3	25.1	12.94	1.1909	701	1	100.0	30
02/16/18	10:00 p	21.2	21.3	21.2	97	20.7	0.0	---	0.00	0.0	---	21.2	22.8	22.8	1036.9	0.00	0.0	0.000	0.060	23.8	70	18.0	24.8	12.95	1.1927	700	1	100.0	30
02/16/18	10:30 p	21.2	21.3	21.2	97	20.7	0.0	---	0.00	0.0	---	21.2	22.8	22.8	1037.1	0.00	0.0	0.000	0.060	23.6	71	18.0	24.6	13.27	1.1938	702	1	100.0	30
02/16/18	11:00 p	20.9	21.2	20.8	97	20.4	0.0	---	0.00	0.0	---	20.9	22.4	22.4	1037.4	0.00	0.0	0.000	0.053	23.4	71	17.8	24.3	13.29	1.1954	700	1	100.0	30
02/16/18	11:30 p	20.7	20.8	20.7	97	20.2	0.0	---	0.00	0.0	---	20.7	22.2	22.2	1037.7	0.00	0.0	0.000	0.050	23.1	71	17.6	23.9	13.31	1.1973	700	1	100.0	30
02/17/18	12:00 a	20.8	20.8	20.7	97	20.3	0.0	---	0.00	0.0	---	20.8	22.3	22.3	1038.2	0.00	0.0	0.000	0.052	23.1	72	17.8	23.9	13.61	1.1975	697	1	100.0	30
02/17/18	12:30 a	22.1	22.1	20.8	98	21.8	0.0	---	0.00	0.0	---	22.1	23.9	23.9	1038.6	0.00	0.0	0.000	0.079	24.5	78	20.4	26.0	15.25	1.1881	700	1	100.0	30
02/17/18	1:00 a	23.8	23.8	22.1	94	22.8	0.0	---	0.00	0.0	---	23.8	25.8	25.8	1039.0	0.00	0.0	0.000	0.115	27.1	80	23.3	29.9	15.92	1.1732	698	1	100.0	30
02/17/18	1:30 a	24.9	24.9	23.8	90	23.2	3.2	E	1.61	11.3	E	24.9	27.2	27.2	1039.3	0.00	0.0	0.000	0.138	29.1	76	24.4	34.3	14.56	1.1632	698	1	100.0	30
02/17/18	2:00 a	26.2	26.2	24.9	84	23.2	3.2	E	1.61	9.7	ENE	26.2	28.7	28.7	1039.1	0.00	0.0	0.000	0.163	30.8	71	24.9	36.9	12.85	1.1556	702	1	100.0	30
02/17/18	2:30 a	27.4	27.5	26.2	79	23.5	4.8	E	2.41	12.9	ENE	27.4	30.7	30.7	1038.9	0.00	0.0	0.000	0.190	32.2	65	24.8	39.2	11.45	1.1505	701	1	100.0	30
02/17/18	3:00 a	28.5	28.5	27.4	75	23.6	6.4	NE	3.22	14.5	NE	28.5	32.7	32.7	1038.7	0.00	0.0	0.000	0.212	33.1	62	24.9	40.7	10.92	1.1464	702	1	100.0	30
02/17/18	3:30 a	29.6	29.6	28.6	71	23.7	6.4	ENE	3.22	17.7	NE	29.6	34.3	34.3	1038.4	0.00	0.0	0.000	0.234	33.4	60	24.6	40.7	10.55	1.1457	699	1	100.0	30
02/17/18	4:00 a	29.6	30.3	29.6	69	23.3	4.8	E	2.41	16.1	NE	29.6	33.9	33.9	1038.1	0.00	0.0	0.000	0.234	33.9	59	24.8	41.7	10.39	1.1431	701	1	100.0	30
02/17/18	4:30 a	30.7	30.7	29.4	66	23.6	4.8	ENE	2.41	14.5	NNE	30.7	35.7	35.7	1037.4	0.00	0.0	0.000	0.257	34.0	58	24.6	41.7	10.25	1.1423	699	1	100.0	30
02/17/18	5:00 a	32.3	32.3	30.4	63	24.3	6.4	ENE	3.22	17.7	ENE	32.3	38.8	38.8	1036.7	0.00	0.0	0.000	0.291	34.4	57	24.7	42.6	10.05	1.1396	702	1	100.0	30
02/17/18	5:30 a	32.0	32.4	31.8	59	23.0	6.4	ENE	3.22	20.9	ENE	32.0	36.9	36.9	1036.0	0.00	0.0	0.000	0.285	35.0	55	24.6	43.3	9.55	1.1369	700	1	100.0	30
02/17/18	6:00 a	32.5	32.6	31.7	53	21.7	9.7	ENE	4.83	25.7	NE	32.5	36.4	36.4	1035.2	0.00	0.0	0.000	0.295	35.0	50	23.0	40.9	8.85	1.1392	701	1	100.0	30
02/17/18	6:30 a	33.2	33.2	32.4	53	22.4	9.7	ENE	4.83	30.6	NNE	33.2	38.1	38.1	1034.6	0.00	0.0	0.000	0.310	35.3	49	23.0	41.4	8.73	1.1373	699	1	100.0	30
02/17/18	7:00 a	33.4	33.7	33.1	47	20.5	11.3	E	5.63	24.1	ENE	33.4	36.7	36.7	1033.8	0.00	0.0	0.000	0.314	35.8	46	22.4	41.6	8.22	1.1356	702	1	100.0	30
02/17/18	7:30 a	33.9	34.1	33.3	45	20.3	9.7	NE	4.83	22.5	NE	33.9	37.2	37.2	1033.6	0.00	0.0	0.000	0.325	36.3	45	22.5	42.3	8.10	1.1334	698	1	100.0	30
02/17/18	8:00 a	34.1	34.1	33.8	47	21.1	8.0	ENE	4.02	19.3	NE	34.1	38.0	38.0	1033.0	0.00	0.0	0.000	0.328	36.7	43	22.1	42.3	7.75	1.1324	701	1	100.0	30
02/17/18	8:30 a	34.8	34.9	34.1	43	20.4	6.4	E	3.22	19.3	SE	34.8	38.3	38.3	1032.7	0.00	0.0	0.000	0.343	37.3	43	22.6	43.8	7.75	1.1288	700	1	100.0	30
02/17/18	9:00 a	34.4	35.3	34.4	43	20.1	6.4	NE	3.22	20.9	NNE	34.4	37.6	37.6	1032.3	0.00	0.0	0.000	0.336	37.4	43	22.7	44.2	7.75	1.1275	700	1	100.0	30
02/17/18	9:30 a	34.2	34.8	33.9	43	19.9	3.2	SE	1.61	11.3	S	34.2	37.2	37.2	1032.1	0.00	0.0	0.000	0.331	37.5	43	22.8	44.3	7.75	1.1270	698	1	100.0	30
02/17/18	10:00 a	34.4	34.4	33.7	44	20.4	4.8	SSE	2.41	14.5	S	34.4	37.9	37.9	1031.9	0.00	0.0	0.000	0.336	37.6	43	22.9	44.6	7.75	1.1261	700	1	100.0	30
02/17/18	10:30 a	33.2	34.6	33.1	49	21.0	6.4	SSE	3.22	16.1	SE	33.2	36.7	36.7	1031.8	0.00	0.0	0.000	0.309	37.0	42	22.0	42.7	7.55	1.1299	702	1	100.0	30
